alpha,beta,A,omega
1.2377540274650778,0.11033951254533696,1.0,1.1431168893887944
1.4564915988401244,0.14660996003676838,1.0,1.2442358393259312
0.8308617682033633,0.07837728231066465,1.0,0.9380019027952602
0.9980901562496673,0.14697253431564775,1.0,1.0440057424156952
1.3353714633066907,0.07660387429006771,1.0,1.1761160166998759
1.6144224715565514,0.08637518581423054,1.0,1.2916682866318447
0.9227950220544207,0.2149991450861373,1.0,1.0281874769385477
1.145837340662517,0.040588483563225586,1.0,1.082222316758222
0.8692158147959095,0.09696849075437014,1.0,0.9642723274663599
0.973665692889663,0.11180234901491705,1.0,1.0215391138003411
1.0478963657810119,0.052397599449128064,1.0,1.039540699269017
1.2001383867537543,0.05890809035284442,1.0,1.1121852108458743
0.5615207079161555,0.150613272126234,1.0,0.8097246464045983
1.0351112868136871,0.14932559954014651,1.0,1.0622804650968023
1.6682958294881702,0.016783583375609493,1.0,1.2956795780971182
0.9623849548973633,0.09716321152201275,1.0,1.011489971328743
1.7616958231819864,0.17931641799068193,1.0,1.3688566705196576
0.9831223272504972,0.26270629845650734,1.0,1.071127333133561
1.5874011655342044,0.17070078806800384,1.0,1.3015718028893783
1.7491500156265745,0.28801785477490527,1.0,1.3889424663609686
1.6668978922350481,0.01722546059771725,1.0,1.2952466194160175
1.9494329878255487,0.14826419103799662,1.0,1.4290199813943458
1.570619431423602,0.12146182411002837,1.0,1.283173048147587
1.8277188236301385,0.2563362366845003,1.0,1.409939350311903
0.7984735763240438,0.27100883679097526,1.0,0.9837957609780617
1.9967630612444192,0.14598801580932227,1.0,1.4449932771903284
1.8255150995884015,0.1258133892052801,1.0,1.3799088621505775
0.708642521973897,0.1913586870816527,1.0,0.910077854581645
1.2465127093933606,0.03822533547741161,1.0,1.1271217964651126
1.483432626872792,0.023943000275091837,1.0,1.224090275283945
1.5458445662734934,0.26721587301089306,1.0,1.3087606683062039
0.5935926244820313,0.21750180783338266,1.0,0.854126017855618
1.3462158278261156,0.08176711283555685,1.0,1.1820830230353274
1.122089266681104,0.1822087040415558,1.0,1.1117417446093658
0.5738664620035189,0.024082568999933912,1.0,0.7674099736310948
1.1307031286431188,0.12446669550358265,1.0,1.0993156113386446
