alpha,beta,delta,F0,omega_ext,A,max_residual
1.3090263736077439,0.11893439792603966,0.12431597727504164,0.8541860230706666,1.1601967847996324,1.7623318221602817,2.8039227400170886e-10
1.2075865989497374,0.25854481128007745,0.10228255077454936,1.0374970884349366,1.1398421503315874,1.3463629574528644,1.222219085947122e-09
1.2018033979364315,0.07276655970836979,0.1410841223523777,0.42788875084626077,1.1545759951402617,1.6281716141100195,1.596383192844294e-11
0.7685629399115353,0.29055323118130716,0.01942613920526571,0.7762801409037534,1.055176466023823,1.1024736905036736,4.464065609884381e-11
0.8369707955964665,0.19722170011631926,0.11244300102713212,0.6304619669929388,1.159674833435991,1.0639410629693615,3.092974590872513e-11
1.3790342992283215,0.2886412852240409,0.05754425968172338,1.4543359005339362,0.8065923895963711,0.9448808366539078,6.460716788264536e-11
1.2613962985678793,0.21988041454775292,0.11802146025108726,1.3034077449463486,1.1242720607750198,1.4209123828754207,3.2419605410089705e-11
1.5397529662647182,0.0912299408416574,0.052139964383830145,0.8967937794534553,0.9435391695491084,2.060824722981819,9.026863013904053e-11
0.9858838973321009,0.28082012747389984,0.15944788180665098,1.3231598332258143,1.3786551015027557,1.1376883680740228,5.867641588001341e-09
0.7830666666368047,0.06101228265638072,0.04644241508260984,0.901881081703958,1.4956141744274314,0.6195388959126046,2.1697667223769615e-12
1.5725040635991239,0.21709007902991329,0.025186509493468512,0.11888628552908981,1.077397412179105,0.28813808965246657,2.308686214652135e-12
1.6577984252899602,0.09262497103420134,0.0751923204980168,1.4268295675925675,0.8697124558744034,1.5713757038662342,4.2062009888586467e-11
1.6604126222477462,0.051644180405883325,0.19395999831062985,1.3666277747520086,0.8959688874458821,1.5652147861645822,7.58584142393514e-12
0.8871557972037785,0.20918263252708938,0.19656080736360193,0.2561185585849626,1.095537230488736,0.6682557935852802,2.4308590656483193e-11
0.7062604294057726,0.20420265265848733,0.19245502134345532,1.2013331321025142,1.197730017318091,1.1811456409098064,6.945009494957146e-11
0.641029688405552,0.2988816060650795,0.07302700499819906,1.4186534803046107,1.3398354078351766,1.0049949596377767,4.0545716052585384e-11
1.3591612192392255,0.08341317425075985,0.1304139707189628,1.2500323610195117,1.3654483251037717,1.7813064933371603,2.2014994145649834e-11
0.7381871700424184,0.2528691767338203,0.13941620909355684,0.32698249824930153,1.1819891600382468,0.48070459000131927,1.0780654300002608e-10
0.764492979098448,0.032677393058651076,0.09659542501488727,0.29267414830295124,0.8515357420679687,2.160406737705035,4.596260125455228e-12
0.8258914980810248,0.12629361746322623,0.07251511917752777,0.13715906137184403,1.222836740504527,0.20311228928927139,3.391740602463058e-11
1.5148597045820296,0.23724805880868532,0.014594740769073616,0.12085369665433882,0.9125332459952715,0.17713406978825938,7.812605315426296e-17
0.8538839933036435,0.21622144934285398,0.18301774016213423,1.3239048434910818,1.4836715315913742,0.9366599938284241,2.5638447058131164e-11
0.5245823887943138,0.15226529689876783,0.15762893608310957,1.1023927492885128,1.1247333911359212,1.1707294021351937,1.1622139276509798e-11
1.6072049553500034,0.2989048143162278,0.16451870098887555,1.2089676979921915,0.986108807982965,1.3168227461770183,2.3044338765692188e-10
0.6170991222313533,0.12916572287887615,0.08777642612340791,1.4857711316752935,1.3591309891836083,1.138373739676464,4.782156378283484e-11
